user,mention,tweet_id,date
THELAMA1024,137Fairy,963406277685657600,Tue Feb 13 13:35:30 +0000 2018
dornan10,AlexGoughLuge,963406271557726208,Tue Feb 13 13:35:29 +0000 2018
dornan10,samueledney,963406271557726208,Tue Feb 13 13:35:29 +0000 2018
mcgregor_todd,kadkins000,963406266788909056,Tue Feb 13 13:35:27 +0000 2018
mcgregor_todd,libertyposse,963406266788909056,Tue Feb 13 13:35:27 +0000 2018
mcgregor_todd,krassenstein,963406266788909056,Tue Feb 13 13:35:27 +0000 2018
alexptachick,USA_Luge,963406227001585665,Tue Feb 13 13:35:18 +0000 2018
noontt75,snami76,963406183980703744,Tue Feb 13 13:35:08 +0000 2018
noontt75,moonlover333,963406183980703744,Tue Feb 13 13:35:08 +0000 2018
THELAMA1024,THEBOYZ_0426NEW,963406085401931781,Tue Feb 13 13:34:44 +0000 2018
THELAMA1024,137Fairy,963406085401931781,Tue Feb 13 13:34:44 +0000 2018
lhj0208,qc_911926,963405943244447745,Tue Feb 13 13:34:10 +0000 2018
lhj0208,itsdsyi,963405943244447745,Tue Feb 13 13:34:10 +0000 2018
woo2day6715,yskwtama3553,963405903058804736,Tue Feb 13 13:34:01 +0000 2018
THELAMA1024,THEBOYZ_0426NEW,963405883442053121,Tue Feb 13 13:33:56 +0000 2018
THELAMA1024,137Fairy,963405883442053121,Tue Feb 13 13:33:56 +0000 2018
shining_svt02,svt_hansol_hs,963405869332406273,Tue Feb 13 13:33:53 +0000 2018
cVQhe87hUeJWfvs,ruhe31,963405859060572161,Tue Feb 13 13:33:50 +0000 2018
NRkWHBrVhfdoPIO,lhj0208,963405821303549953,Tue Feb 13 13:33:41 +0000 2018
NRkWHBrVhfdoPIO,_minn_ii,963405821303549953,Tue Feb 13 13:33:41 +0000 2018
NRkWHBrVhfdoPIO,102120k1,963405821303549953,Tue Feb 13 13:33:41 +0000 2018
jpballeux,kimbtin,963405819902492674,Tue Feb 13 13:33:41 +0000 2018
jpballeux,FLTremblay,963405819902492674,Tue Feb 13 13:33:41 +0000 2018
THELAMA1024,137Fairy,963405803255300097,Tue Feb 13 13:33:37 +0000 2018
THELAMA1024,THEBOYZ_0426NEW,963405803255300097,Tue Feb 13 13:33:37 +0000 2018
hightaec,missajumma75,963405678306983936,Tue Feb 13 13:33:07 +0000 2018
ddday6_6,SUNGJINOPPA,963405652063211520,Tue Feb 13 13:33:01 +0000 2018
riu_oty,hightaec,963405650003767297,Tue Feb 13 13:33:00 +0000 2018
amtn00,ruhe31,963405629162336256,Tue Feb 13 13:32:55 +0000 2018
shining_svt02,svt_hansol_hs,963405521528111105,Tue Feb 13 13:32:30 +0000 2018
tay9945,hightaec,963405494143533057,Tue Feb 13 13:32:23 +0000 2018
nadyarinamega,hightaec,963405460329005056,Tue Feb 13 13:32:15 +0000 2018
hightaec,Byuntest,963405363566452737,Tue Feb 13 13:31:52 +0000 2018
khsad67,ppptec,963405252669063168,Tue Feb 13 13:31:26 +0000 2018
khsad67,ppptec,963405235401080832,Tue Feb 13 13:31:21 +0000 2018
shining_svt02,svt_hansol_hs,963405212344975365,Tue Feb 13 13:31:16 +0000 2018
Dan_B_Lee,chloekimsnow,963405128148557824,Tue Feb 13 13:30:56 +0000 2018
Dan_B_Lee,TODAYshow,963405128148557824,Tue Feb 13 13:30:56 +0000 2018
Dan_B_Lee,NBCPhiladelphia,963405128148557824,Tue Feb 13 13:30:56 +0000 2018
mcgregor_todd,docmidnite2,963405116501000192,Tue Feb 13 13:30:53 +0000 2018
mcgregor_todd,Mike_Pro_UIU,963405116501000192,Tue Feb 13 13:30:53 +0000 2018
mcgregor_todd,jakkicowley,963405116501000192,Tue Feb 13 13:30:53 +0000 2018
mcgregor_todd,ChrisCuomo,963405116501000192,Tue Feb 13 13:30:53 +0000 2018
MileHighRoach,pyeongchang2018,963404801189888002,Tue Feb 13 13:29:38 +0000 2018
shining_svt02,svt_hansol_hs,963404766016561152,Tue Feb 13 13:29:30 +0000 2018
his5731,cj9854,963404704871890949,Tue Feb 13 13:29:15 +0000 2018
TheKenChilds,thatgirlondeck,963404610059849729,Tue Feb 13 13:28:52 +0000 2018
gasutono,cvmacedog,963404510617133057,Tue Feb 13 13:28:29 +0000 2018
missfara,hightaec,963404507936907264,Tue Feb 13 13:28:28 +0000 2018
fleurdxlis,SUNGJINOPPA,963404409764900864,Tue Feb 13 13:28:05 +0000 2018
__Ssoa_ly,nemui_koyaa,963404318505189376,Tue Feb 13 13:27:43 +0000 2018
yugle_yu,zyozzang,963404308409499649,Tue Feb 13 13:27:40 +0000 2018
__Ssoa_ly,mochi_szn,963404216407478272,Tue Feb 13 13:27:19 +0000 2018
carrat4723,dingo_official,963404202323030016,Tue Feb 13 13:27:15 +0000 2018
carrat4723,pledis_17,963404202323030016,Tue Feb 13 13:27:15 +0000 2018
reedNews3LV,beachang,963404157334913024,Tue Feb 13 13:27:04 +0000 2018
jiminangles,hjpaak,963404002133032961,Tue Feb 13 13:26:27 +0000 2018
__Ssoa_ly,nemui_koyaa,963403977588027395,Tue Feb 13 13:26:22 +0000 2018
mcgregor_todd,kadkins000,963403977529462786,Tue Feb 13 13:26:22 +0000 2018
mcgregor_todd,libertyposse,963403977529462786,Tue Feb 13 13:26:22 +0000 2018
mcgregor_todd,krassenstein,963403977529462786,Tue Feb 13 13:26:22 +0000 2018
MONSTAX_shine,netcall1224,963403972445839361,Tue Feb 13 13:26:20 +0000 2018
monbabe1ho,netcall1224,963403965642633219,Tue Feb 13 13:26:19 +0000 2018
yugle_yu,ddinggukk,963403886319960064,Tue Feb 13 13:26:00 +0000 2018
dmitriy_f1re,edim_sport,963403787518885890,Tue Feb 13 13:25:36 +0000 2018
__Ssoa_ly,nemui_koyaa,963403730308677633,Tue Feb 13 13:25:23 +0000 2018
mcgregor_todd,libertyposse,963403605180145664,Tue Feb 13 13:24:53 +0000 2018
mcgregor_todd,kadkins000,963403605180145664,Tue Feb 13 13:24:53 +0000 2018
mcgregor_todd,krassenstein,963403605180145664,Tue Feb 13 13:24:53 +0000 2018
exo_ko_ko_bop,dlrkdms2420,963403592659910656,Tue Feb 13 13:24:50 +0000 2018
IvanBabikov,LennyValjas,963403477857730560,Tue Feb 13 13:24:22 +0000 2018
lhj0208,pamtol5,963403309817110528,Tue Feb 13 13:23:42 +0000 2018
lhj0208,_xxxkkkk,963403309817110528,Tue Feb 13 13:23:42 +0000 2018
deekayw,nenshi,963403296831451136,Tue Feb 13 13:23:39 +0000 2018
gajimi0303,lhj0208,963403133782077440,Tue Feb 13 13:23:00 +0000 2018
gajimi0303,_minn_ii,963403133782077440,Tue Feb 13 13:23:00 +0000 2018
gajimi0303,102120k1,963403133782077440,Tue Feb 13 13:23:00 +0000 2018
hightaec,Byuntest,963402980539027456,Tue Feb 13 13:22:24 +0000 2018
mcgregor_todd,libertyposse,963402927497990144,Tue Feb 13 13:22:11 +0000 2018
mcgregor_todd,kadkins000,963402927497990144,Tue Feb 13 13:22:11 +0000 2018
mcgregor_todd,krassenstein,963402927497990144,Tue Feb 13 13:22:11 +0000 2018
momoharu46,shiftpsh,963402895201718272,Tue Feb 13 13:22:04 +0000 2018
lhj0208,itsdsyi,963402796396523521,Tue Feb 13 13:21:40 +0000 2018
lhj0208,qc_911926,963402796396523521,Tue Feb 13 13:21:40 +0000 2018
alexptachick,MartyHY,963402757997670400,Tue Feb 13 13:21:31 +0000 2018
siddie_style,hightaec,963402727136129024,Tue Feb 13 13:21:23 +0000 2018
alexptachick,USA_Luge,963402517836005376,Tue Feb 13 13:20:34 +0000 2018
NKS_SUB,ppptec,963402474076872706,Tue Feb 13 13:20:23 +0000 2018
blue_flow03,2012BTOB_LIGHT,963402085113872385,Tue Feb 13 13:18:50 +0000 2018
lhj0208,shduufgd,963402079816437760,Tue Feb 13 13:18:49 +0000 2018
mcgregor_todd,docmidnite2,963401954847285248,Tue Feb 13 13:18:19 +0000 2018
mcgregor_todd,Mike_Pro_UIU,963401954847285248,Tue Feb 13 13:18:19 +0000 2018
mcgregor_todd,jakkicowley,963401954847285248,Tue Feb 13 13:18:19 +0000 2018
mcgregor_todd,ChrisCuomo,963401954847285248,Tue Feb 13 13:18:19 +0000 2018
taralipinski,JohnnyGWeir,963401950426517505,Tue Feb 13 13:18:18 +0000 2018
salsayasss,hightaec,963401933737177089,Tue Feb 13 13:18:14 +0000 2018
curling_coach,johnnymocurler,963401831652012032,Tue Feb 13 13:17:50 +0000 2018
curling_coach,LKLawes,963401831652012032,Tue Feb 13 13:17:50 +0000 2018
curling_coach,jeffstoughton,963401831652012032,Tue Feb 13 13:17:50 +0000 2018
curling_coach,kylepaquette,963401831652012032,Tue Feb 13 13:17:50 +0000 2018
usskiteam,jessdiggs,963401805370621953,Tue Feb 13 13:17:44 +0000 2018
SH_president,redparco,963401782272475137,Tue Feb 13 13:17:38 +0000 2018
Rosenrasande,acarnheimer,963401559907250176,Tue Feb 13 13:16:45 +0000 2018
Rosenrasande,IndianDucks,963401559907250176,Tue Feb 13 13:16:45 +0000 2018
iainaxon,Timwellspent,963401519440715776,Tue Feb 13 13:16:36 +0000 2018
psy771,lhj0208,963401518245339136,Tue Feb 13 13:16:35 +0000 2018
4H7O5PoghyyCopf,cj9854,963401480949571585,Tue Feb 13 13:16:26 +0000 2018
DLSpencer10,johnnymocurler,963401458581258240,Tue Feb 13 13:16:21 +0000 2018
orakei2606,lhj0208,963401373076176896,Tue Feb 13 13:16:01 +0000 2018
mcgregor_todd,kadkins000,963401309469671424,Tue Feb 13 13:15:45 +0000 2018
mcgregor_todd,libertyposse,963401309469671424,Tue Feb 13 13:15:45 +0000 2018
mcgregor_todd,krassenstein,963401309469671424,Tue Feb 13 13:15:45 +0000 2018
PURPLEHEART_93,Somismile0309,963401307984879616,Tue Feb 13 13:15:45 +0000 2018
PURPLEHEART_93,Somismile0309,963401277047586816,Tue Feb 13 13:15:38 +0000 2018
lhj0208,suedeouk,963401180092153857,Tue Feb 13 13:15:15 +0000 2018
PURPLEHEART_93,Somismile0309,963401158017433600,Tue Feb 13 13:15:09 +0000 2018
geryaji,morugessoyo_bot,963400740898131970,Tue Feb 13 13:13:30 +0000 2018
Seowol__,higashi_kei_,963400683318738945,Tue Feb 13 13:13:16 +0000 2018
parado24,morugessoyo_bot,963400663295078401,Tue Feb 13 13:13:11 +0000 2018
password1103,bnmboysofficial,963400650427047936,Tue Feb 13 13:13:08 +0000 2018
HoholovaS,MilaSork,963400525843546112,Tue Feb 13 13:12:39 +0000 2018
lhj0208,suedeouk,963400489504096257,Tue Feb 13 13:12:30 +0000 2018
mcgregor_todd,free2dream4all,963400468125945856,Tue Feb 13 13:12:25 +0000 2018
tariqpanja,trista_kelley,963400407014871040,Tue Feb 13 13:12:10 +0000 2018
LeeW_Sport,desboroughj,963400304875094016,Tue Feb 13 13:11:46 +0000 2018
ddday6_6,SUNGJINOPPA,963400241738207233,Tue Feb 13 13:11:31 +0000 2018
KatePalmer_CEO,GolfAust,963400116064305152,Tue Feb 13 13:11:01 +0000 2018
Leene_NL,verweijkoen,963400097223532544,Tue Feb 13 13:10:56 +0000 2018
suummerhayes,Elise_Christie,963400071931871233,Tue Feb 13 13:10:50 +0000 2018
nawooyoun,Sys7176,963400052059205633,Tue Feb 13 13:10:46 +0000 2018
mcgregor_todd,Mike_Pro_UIU,963400029170995204,Tue Feb 13 13:10:40 +0000 2018
mcgregor_todd,CHARHARTMAN,963400029170995204,Tue Feb 13 13:10:40 +0000 2018
mcgregor_todd,jakkicowley,963400029170995204,Tue Feb 13 13:10:40 +0000 2018
mcgregor_todd,ChrisCuomo,963400029170995204,Tue Feb 13 13:10:40 +0000 2018
g_d_r3,lhj0208,963399938494181376,Tue Feb 13 13:10:19 +0000 2018
aahnyd7,cj9854,963399885847326722,Tue Feb 13 13:10:06 +0000 2018
9Cwz7LZsIs3daOv,_nuna_V,963399763642105861,Tue Feb 13 13:09:37 +0000 2018
momoharu46,marie_838,963399763247874048,Tue Feb 13 13:09:37 +0000 2018
HoholovaS,Sainchii,963399741865263104,Tue Feb 13 13:09:32 +0000 2018
hightaec,Byuntest,963399686559186945,Tue Feb 13 13:09:19 +0000 2018
mirai_nagasu,Adaripp,963399558377095169,Tue Feb 13 13:08:48 +0000 2018
boohchangRe,morugessoyo_bot,963399329464516608,Tue Feb 13 13:07:53 +0000 2018
mirai_nagasu,Lesdoggg,963399091781709832,Tue Feb 13 13:06:57 +0000 2018
Nuest_love123,_TODAYNUEAST5,963399039717797890,Tue Feb 13 13:06:44 +0000 2018
IvyWong1214,hightaec,963398831256756224,Tue Feb 13 13:05:55 +0000 2018
icunafm,lhj0208,963398706602041345,Tue Feb 13 13:05:25 +0000 2018
riniund,hightaec,963398585285947394,Tue Feb 13 13:04:56 +0000 2018
momoharu46,jjem2580,963398523927449600,Tue Feb 13 13:04:41 +0000 2018
10eleksa,LETAsportsEXTRA,963398515421536257,Tue Feb 13 13:04:39 +0000 2018
yeonu3737,suebfhe,963398440691499008,Tue Feb 13 13:04:21 +0000 2018
yeonu3737,weareoneEXO,963398440691499008,Tue Feb 13 13:04:21 +0000 2018
lhj0208,_minn_ii,963398368272662530,Tue Feb 13 13:04:04 +0000 2018
lhj0208,102120k1,963398368272662530,Tue Feb 13 13:04:04 +0000 2018
VasilyKonov,KazakovIlya1,963398354339115009,Tue Feb 13 13:04:01 +0000 2018
mcgregor_todd,jakkicowley,963398301239382016,Tue Feb 13 13:03:48 +0000 2018
mcgregor_todd,Mike_Pro_UIU,963398301239382016,Tue Feb 13 13:03:48 +0000 2018
mcgregor_todd,ChrisCuomo,963398301239382016,Tue Feb 13 13:03:48 +0000 2018
9Cwz7LZsIs3daOv,bts_bighit,963398293551120384,Tue Feb 13 13:03:46 +0000 2018
kumatatakumatat,morugessoyo_bot,963398249393434624,Tue Feb 13 13:03:36 +0000 2018
THELAMA1024,THEBOYZ_0426NEW,963398106598465536,Tue Feb 13 13:03:02 +0000 2018
THELAMA1024,137Fairy,963398106598465536,Tue Feb 13 13:03:02 +0000 2018
KSLAndrew,KSL5TV,963398078760931328,Tue Feb 13 13:02:55 +0000 2018
KSLAndrew,tedligety,963398078760931328,Tue Feb 13 13:02:55 +0000 2018
lhj0208,shduufgd,963397998049820672,Tue Feb 13 13:02:36 +0000 2018
mintree402,lhj0208,963397831808528384,Tue Feb 13 13:01:56 +0000 2018
rbqmffl0523,kimsoogah,963397708215083008,Tue Feb 13 13:01:27 +0000 2018
VasilyKonov,ovodmitya,963397629924196352,Tue Feb 13 13:01:08 +0000 2018
PC2018Volunteer,LETAsportsEXTRA,963397594654257152,Tue Feb 13 13:01:00 +0000 2018
VasilyKonov,traktor_bang,963397555550765057,Tue Feb 13 13:00:50 +0000 2018
NPRrussell,46SnowCreek,963397520108826624,Tue Feb 13 13:00:42 +0000 2018
JewzRTnaq5,morugessoyo_bot,963397459274752000,Tue Feb 13 13:00:28 +0000 2018
bubxblexgem,hightaec,963397415310041088,Tue Feb 13 13:00:17 +0000 2018
MetalSlimeTokyo,morugessoyo_bot,963397179950866433,Tue Feb 13 12:59:21 +0000 2018
Manifesto_Sport,CBCOlympics,963397160216666112,Tue Feb 13 12:59:16 +0000 2018
mcgregor_todd,free2dream4all,963397097365168128,Tue Feb 13 12:59:01 +0000 2018
mcgregor_todd,krassenstein,963397097365168128,Tue Feb 13 12:59:01 +0000 2018
kinoyuuuuu,SkijumpNaoki,963397082370330624,Tue Feb 13 12:58:58 +0000 2018
sinhs2617,ddol_ddol_li,963397045003288577,Tue Feb 13 12:58:49 +0000 2018
ppowderr,hightaec,963396820734005248,Tue Feb 13 12:57:55 +0000 2018
slimqq1,bluesub4,963396767541690368,Tue Feb 13 12:57:43 +0000 2018
mcgregor_todd,Mike_Pro_UIU,963396700659384320,Tue Feb 13 12:57:27 +0000 2018
mcgregor_todd,CHARHARTMAN,963396700659384320,Tue Feb 13 12:57:27 +0000 2018
mcgregor_todd,jakkicowley,963396700659384320,Tue Feb 13 12:57:27 +0000 2018
mcgregor_todd,ChrisCuomo,963396700659384320,Tue Feb 13 12:57:27 +0000 2018
orig_d_7027,lhj0208,963396663359373313,Tue Feb 13 12:57:18 +0000 2018
shining_svt02,Han_sol_ove,963396641783930880,Tue Feb 13 12:57:13 +0000 2018
valemarchei14,Milano_2018,963396638256463872,Tue Feb 13 12:57:12 +0000 2018
nrarmour,KeithDemko,963396497478844421,Tue Feb 13 12:56:38 +0000 2018
shining_svt02,Han_sol_ove,963396470647894017,Tue Feb 13 12:56:32 +0000 2018
oldradioo,cj9854,963396432240689154,Tue Feb 13 12:56:23 +0000 2018
yugle_yu,ddinggukk,963396257845686273,Tue Feb 13 12:55:41 +0000 2018
wick_22,AlexGoughLuge,963396218972983296,Tue Feb 13 12:55:32 +0000 2018
GiulioGasparin,ItaliaTeam_it,963396193672863745,Tue Feb 13 12:55:26 +0000 2018
shining_svt02,Han_sol_ove,963396167928184832,Tue Feb 13 12:55:20 +0000 2018
jh600609,Sys7176,963396132234657792,Tue Feb 13 12:55:11 +0000 2018
aimanpahan,amrtsnm_,963396099485528066,Tue Feb 13 12:55:03 +0000 2018
aimanpahan,f4izalhassan,963396099485528066,Tue Feb 13 12:55:03 +0000 2018
mcgregor_todd,Mike_Pro_UIU,963396037804281856,Tue Feb 13 12:54:49 +0000 2018
mcgregor_todd,jakkicowley,963396037804281856,Tue Feb 13 12:54:49 +0000 2018
mcgregor_todd,ChrisCuomo,963396037804281856,Tue Feb 13 12:54:49 +0000 2018
VasilyKonov,pashachampion,963396010717339648,Tue Feb 13 12:54:42 +0000 2018
nenshi,UCalgary,963396009991684097,Tue Feb 13 12:54:42 +0000 2018
nenshi,AlexGoughLuge,963396009991684097,Tue Feb 13 12:54:42 +0000 2018
xxjype,hightaec,963395911463268352,Tue Feb 13 12:54:18 +0000 2018
lhj0208,itsdsyi,963395832446836736,Tue Feb 13 12:54:00 +0000 2018
teudoongot9,hightaec,963395810342748161,Tue Feb 13 12:53:54 +0000 2018
proudtobeHts,hightaec,963395730558787586,Tue Feb 13 12:53:35 +0000 2018
33rw0tCEVB8DUTc,Sys7176,963395581258350593,Tue Feb 13 12:53:00 +0000 2018
speed_skater,AlexGoughLuge,963395453453611010,Tue Feb 13 12:52:29 +0000 2018
sesami_sabure,hightaec,963395436265394176,Tue Feb 13 12:52:25 +0000 2018
mcgregor_todd,free2dream4all,963395114914799616,Tue Feb 13 12:51:09 +0000 2018
mcgregor_todd,ChrisCuomo,963395114914799616,Tue Feb 13 12:51:09 +0000 2018
kanghyunkyung1,Sys7176,963394830591172608,Tue Feb 13 12:50:01 +0000 2018
lollolhee,Sys7176,963394746193387521,Tue Feb 13 12:49:41 +0000 2018
pelvis4168,Sys7176,963394651335016448,Tue Feb 13 12:49:18 +0000 2018
VasilyKonov,simonoff_112,963394611912716288,Tue Feb 13 12:49:09 +0000 2018
mcgregor_todd,free2dream4all,963394561019138048,Tue Feb 13 12:48:57 +0000 2018
mcgregor_todd,krassenstein,963394561019138048,Tue Feb 13 12:48:57 +0000 2018
shining_svt02,Diya_17_CARAT,963394549216296962,Tue Feb 13 12:48:54 +0000 2018
kwan_seok,YouTube,963394516744003584,Tue Feb 13 12:48:46 +0000 2018
yugle_yu,ddinggukk,963394493977313281,Tue Feb 13 12:48:41 +0000 2018
hwts65,korean_creampie,963394464390594560,Tue Feb 13 12:48:33 +0000 2018
CarlosWTHR,arielletgold,963394449043697664,Tue Feb 13 12:48:30 +0000 2018
fergyrg,pyeongchang2018,963394241794682880,Tue Feb 13 12:47:40 +0000 2018
fergyrg,FISCrossCountry,963394241794682880,Tue Feb 13 12:47:40 +0000 2018
CBCharlsie,kimbtin,963394229585104896,Tue Feb 13 12:47:37 +0000 2018
CBCharlsie,mastgelais,963394229585104896,Tue Feb 13 12:47:37 +0000 2018
NiklasEdin,TeamUlsrud,963394225063714816,Tue Feb 13 12:47:36 +0000 2018
NiklasEdin,TeamNiklasEdin,963394225063714816,Tue Feb 13 12:47:36 +0000 2018
catherinee4,LETAsportsEXTRA,963394191169654784,Tue Feb 13 12:47:28 +0000 2018
hwts65,hwan_male2,963394172840390656,Tue Feb 13 12:47:24 +0000 2018
mcgregor_todd,libertyposse,963394160626749440,Tue Feb 13 12:47:21 +0000 2018
mcgregor_todd,kadkins000,963394160626749440,Tue Feb 13 12:47:21 +0000 2018
mcgregor_todd,krassenstein,963394160626749440,Tue Feb 13 12:47:21 +0000 2018
giempi68,gargalupo,963394077776519173,Tue Feb 13 12:47:01 +0000 2018
bravoml,hjpaak,963394065168388097,Tue Feb 13 12:46:58 +0000 2018
hwts65,MasterJ_MTM,963394035200110594,Tue Feb 13 12:46:51 +0000 2018
Munkhsoyol_Econ,BattsengelTs,963393960495366144,Tue Feb 13 12:46:33 +0000 2018
Munkhsoyol_Econ,oyunlt,963393960495366144,Tue Feb 13 12:46:33 +0000 2018
Munkhsoyol_Econ,tvdaria,963393960495366144,Tue Feb 13 12:46:33 +0000 2018
Munkhsoyol_Econ,OdontuyaS,963393960495366144,Tue Feb 13 12:46:33 +0000 2018
Wonderflhottest,hightaec,963393948713709569,Tue Feb 13 12:46:31 +0000 2018
2002x1208,lhj0208,963393907424833536,Tue Feb 13 12:46:21 +0000 2018
hwts65,Jamdol_lee,963393893927600130,Tue Feb 13 12:46:17 +0000 2018
6WILDs,hightaec,963393745826672640,Tue Feb 13 12:45:42 +0000 2018
siwoo_mommy,Sys7176,963393719763320832,Tue Feb 13 12:45:36 +0000 2018
hwts65,Astragalus0205,963393657603686402,Tue Feb 13 12:45:21 +0000 2018
RihardsKols,LETAsportsEXTRA,963393511017144320,Tue Feb 13 12:44:46 +0000 2018
mcgregor_todd,DebHorne63,963393440540184576,Tue Feb 13 12:44:29 +0000 2018
mcgregor_todd,ChrisCuomo,963393440540184576,Tue Feb 13 12:44:29 +0000 2018
OopsURwrong,hightaec,963393387251535873,Tue Feb 13 12:44:17 +0000 2018
SUNGJINOPPA,0NLYDAY6,963393369312411648,Tue Feb 13 12:44:12 +0000 2018
THELAMA1024,lovely__hyunjae,963393291101208576,Tue Feb 13 12:43:54 +0000 2018
shining_svt02,Diya_17_CARAT,963393272818188289,Tue Feb 13 12:43:49 +0000 2018
shining_svt02,svtsaranghea,963393272818188289,Tue Feb 13 12:43:49 +0000 2018
thson5001,bulgum,963393255663550464,Tue Feb 13 12:43:45 +0000 2018
SalmsLV,LETAsportsEXTRA,963393214177796097,Tue Feb 13 12:43:35 +0000 2018
yugle_yu,ddinggukk,963393159823675393,Tue Feb 13 12:43:22 +0000 2018
lhj0208,Irene_maple_,963393032736276480,Tue Feb 13 12:42:52 +0000 2018
TeamSlovenia,Lasko_Pivo,963393013849382913,Tue Feb 13 12:42:48 +0000 2018
garvinthomas,nbcbayarea,963392956681011205,Tue Feb 13 12:42:34 +0000 2018
garvinthomas,NBCOlympics,963392956681011205,Tue Feb 13 12:42:34 +0000 2018
mcgregor_todd,pataz1,963392795498164224,Tue Feb 13 12:41:56 +0000 2018
mcgregor_todd,twittersecurity,963392795498164224,Tue Feb 13 12:41:56 +0000 2018
KasparsDv,LETAsportsEXTRA,963392785599606784,Tue Feb 13 12:41:53 +0000 2018
NiklasEdin,TeamUlsrud,963392774757220352,Tue Feb 13 12:41:51 +0000 2018
NiklasEdin,TeamNiklasEdin,963392774757220352,Tue Feb 13 12:41:51 +0000 2018
tyaaaayoung,hightaec,963392665206251521,Tue Feb 13 12:41:25 +0000 2018
624destiny,hightaec,963392643039297536,Tue Feb 13 12:41:19 +0000 2018
seventeen6619,dingo_official,963392423022899200,Tue Feb 13 12:40:27 +0000 2018
najwaeffendy27,hightaec,963392394094768129,Tue Feb 13 12:40:20 +0000 2018
yugle_yu,ddinggukk,963392269150666752,Tue Feb 13 12:39:50 +0000 2018
letanewslv,LETAsportsEXTRA,963392265619111936,Tue Feb 13 12:39:49 +0000 2018
dmlckd6440,instiz,963392147754967041,Tue Feb 13 12:39:21 +0000 2018
7SooXHbm7JeP39h,qhrhtlvwls,963392044868632576,Tue Feb 13 12:38:57 +0000 2018
mcgregor_todd,ColmanBritt,963392032067727361,Tue Feb 13 12:38:54 +0000 2018
GioCope,AryFonta,963392004347584513,Tue Feb 13 12:38:47 +0000 2018
chokosong22,redparco,963391945383931904,Tue Feb 13 12:38:33 +0000 2018
chokosong22,redparco,963391933384089600,Tue Feb 13 12:38:30 +0000 2018
Cheonsangin,cj9854,963391887083126784,Tue Feb 13 12:38:19 +0000 2018
7SooXHbm7JeP39h,qhrhtlvwls,963391794070212608,Tue Feb 13 12:37:57 +0000 2018
wasabi_kkong,Leehosuk_wife,963391742727790592,Tue Feb 13 12:37:45 +0000 2018
NiklasEdin,TeamUlsrud,963391742593589249,Tue Feb 13 12:37:45 +0000 2018
NiklasEdin,TeamNiklasEdin,963391742593589249,Tue Feb 13 12:37:45 +0000 2018
baba67981,hjpaak,963391684624052224,Tue Feb 13 12:37:31 +0000 2018
katiecouric,pyeongchang2018,963391672620081152,Tue Feb 13 12:37:28 +0000 2018
YYWfTeN8o5Z0G2L,EXID_Fan_page,963391645239537665,Tue Feb 13 12:37:21 +0000 2018
benicoooool,hightaec,963391530940510209,Tue Feb 13 12:36:54 +0000 2018
dododocats,hightaec,963391445464883201,Tue Feb 13 12:36:34 +0000 2018
asyiqinaemah,sitifatimhashim,963391420194177024,Tue Feb 13 12:36:28 +0000 2018
PimSedee,Heineken_House,963391341613871105,Tue Feb 13 12:36:09 +0000 2018
BroBetsLV,LETAsportsEXTRA,963391295111737344,Tue Feb 13 12:35:58 +0000 2018
thson5001,GoodToMoney,963391190182711297,Tue Feb 13 12:35:33 +0000 2018
critical110,redparco,963391129692418048,Tue Feb 13 12:35:18 +0000 2018
slimqq1,Gr3es7rGOorZuSO,963390888582901760,Tue Feb 13 12:34:21 +0000 2018
philippevw,pyeongchang2018,963390885416218625,Tue Feb 13 12:34:20 +0000 2018
kikkie_su,hightaec,963390837567598592,Tue Feb 13 12:34:09 +0000 2018
ismtsm,SUNGJINOPPA,963390814687604736,Tue Feb 13 12:34:03 +0000 2018
armands_94,LETAsportsEXTRA,963390804332032000,Tue Feb 13 12:34:01 +0000 2018
Freizh_,SAMJA_eun,963390798673752064,Tue Feb 13 12:33:59 +0000 2018
i_is_Like,jinydong,963390706684276736,Tue Feb 13 12:33:38 +0000 2018
yanickbourdon,johnnymocurler,963390697301839873,Tue Feb 13 12:33:35 +0000 2018
haardys,LETAsportsEXTRA,963390656617111552,Tue Feb 13 12:33:26 +0000 2018
Leene_NL,KjeldNuis,963390626418036736,Tue Feb 13 12:33:18 +0000 2018
THELAMA1024,BWT_1206,963390604775342080,Tue Feb 13 12:33:13 +0000 2018
dmlckd6440,instiz,963390551461576707,Tue Feb 13 12:33:01 +0000 2018
yugle_yu,ddinggukk,963390340802596865,Tue Feb 13 12:32:10 +0000 2018
mcgregor_todd,PensYanks,963390292610244608,Tue Feb 13 12:31:59 +0000 2018
ja_apple1284,redparco,963390283969847297,Tue Feb 13 12:31:57 +0000 2018
dmlckd6440,instiz,963390270136975362,Tue Feb 13 12:31:53 +0000 2018
SJoF8wurO4ESNov,hjpaak,963390254454513664,Tue Feb 13 12:31:50 +0000 2018
NBCNewsPR,chloekimsnow,963390248309829632,Tue Feb 13 12:31:48 +0000 2018
NBCNewsPR,SavannahGuthrie,963390248309829632,Tue Feb 13 12:31:48 +0000 2018
NBCNewsPR,hodakotb,963390248309829632,Tue Feb 13 12:31:48 +0000 2018
Olympics,chloekimsnow,963390192882085888,Tue Feb 13 12:31:35 +0000 2018
BWT_1206,THELAMA1024,963390151966601216,Tue Feb 13 12:31:25 +0000 2018
